pmid,split,num_tokens,participants_spans,interventions_spans,outcomes_spans,text_preview
8712112,train,331,acute myocardial infarction | 395 patients with acute myocardial infarction ( AMI ) | 138 patients with anterior wall AMI | 257 patients with nonanterior wall AMI | patients with anterior wall AMI,primary percutaneous transluminal coronary angioplasty versus tissue plasminogen activator therapy . | tissue plasminogen activator ( tPA ) or primary percutaneous transluminal coronary angioplasty ( PTCA ) .,"in-hospital mortality | death or reinfarction | recurrent myocardial ischemia | in-hospital mortality | recurrent myocardial ischemia | unscheduled catheterization and revascularization procedures | hospital stay | improved survival | rates of stroke , reinfarction , and recurrent myocardial ischemia . | recurrent ischemia | subsequent invasive procedures | discharge .",Influence of acute myocardial infarction location on in-hospital and late outcome after primary percutaneous transluminal coronary angioplasty versus 
8689462,train,317,"inflammatory knee osteoarthritis . | inflammatory knee osteoarthritis . | rheumatology outpatient department . | 63 patients ( 24 male , 39 female , mean age 70.5 years ) with bilateral symptomatic knee osteoarthritis with effusion . | two groups were comparable at entry | high drop-out rate | symptomatic knee osteoarthritis",hyaluronic acid | triamcinolone hexacetonide | intra-articular ( i/a ) triamcinolone . hexacetonide ( TH ) and i/a hyaluronic acid ( HA ) | five HA injections at weekly intervals ; or 20 mg TH followed by four placebo ( saline ) injections . | HA .,visual analog scores ( VAS ) for pain ; duration of stiffness ; range of movement ; joint effusion ; local heat ; synovial thickening ; joint-line and periarticular tenderness . | pain on a self-selected activity assessed by Vas .,Intra-articular hyaluronic acid compared to intra-articular triamcinolone hexacetonide in inflammatory knee osteoarthritis. The aim of this study was 
9801481,train,208,outpatient anesthesia . | outpatients undergoing procedures greater than 2 hours in length . Thirty-three patients aged 18 to 70 years,desflurane . | propofol . | isoflurane . | isoflurane .,recovery times | recovery and discharge times | time to emergence and time to meeting discharge criteria . | intraoperative vital signs and postoperative emesis and opioid requirements | discharge time,A comparison of the recovery times of desflurane and isoflurane in outpatient anesthesia. The low solubility of desflurane has been shown to contribut
22921159,train,363,pregnant women | southern India . | pregnant women | 225 anaemic pregnant women | control group A | control group B | pregnant women,health information package | control group A | control group B | validated planned educational programme with visual aids and iron supplementation . | iron supplementation,mean gain of knowledge scores,Interventional study to strengthen the health promoting behaviours of pregnant women to prevent anaemia in southern India. OBJECTIVES to determine the
19702485,train,297,"in preschoolers with developmental disorders . | understudied population of preschoolers with pervasive developmental disorder ( PDD ) or intellectual disability ( ID ) . | Fourteen preschoolers with developmental disorders ( DD , n = 14 ; PDD , n = 12 ; ID , n = 2 ) | PDD subgroup | preschoolers with both ADHD and PDD/ID","methylphenidate ( MPH ) | MPH titration | "" optimal dose ""","Diagnostic and Statistical Manual of Mental Disorders , 4 ( th ) edition ( DSM-IV ) ADHD subscale of the Conners ' Parent Rating Scale-Revised | parent-rated ADHD symptoms | CPRS-R-DSM-IV-ADHD subscale | side effects | stereotypic behavior , upset stomach , sleep-related difficulties , and emotional lability .","Randomized, placebo-controlled, crossover study of methylphenidate for attention-deficit/hyperactivity disorder symptoms in preschoolers with developm"
15088136,train,382,patients with common cancers involving bone receiving intravenous bisphosphonate therapy | Enrolled in the study were 184 patients | 12 % of eligible patients ( 16/138 ) | Cancer patients,Bisphosphonate infusions : | bisphosphonate therapy | pamidronate ( P ) or zoledronic acid ( Z ) | P and Z infusions . | infusions of Z | Z then P or P then Z | Z infusions | Z and P infusions | Z to P | Z 4 mg infusions | Z rather than P,"patient preference , safety and clinic use . | renal safety | disruption to their day . | renal impairment | disease progression | mean clinic time taken to receive Z and any concomitant therapy | bisphosphonate infusions-and | patient satisfaction .","Bisphosphonate infusions: patient preference, safety and clinic use. GOALS OF WORK We set out to assess the preference of patients with common cancers"
24534682,train,167,prospective Le Fort I osteotomy patients,"a multi-media tablet device delivering both graphic and verbal information , and an audio device delivering essentially the same information in verbal form only .",ability to recall the information,Evaluation of an interactive multi-media device for delivering information on Le Fort I osteotomy. This study was carried out on volunteers to evaluat
11824175,train,201,"children with autism . | 3 children with autistic spectrum disorders after the administration of secretin , a peptide hormone . | 12 autistic children | autistic children",porcine secretin | intravenous dose of porcine secretin,"objective language and on social , neuropsychological , and gastrointestinal measures | measures of positive affect and activity level","A double-blind, placebo-controlled crossover study investigating the effect of porcine secretin in children with autism. OBJECTIVES A recent patient s"
22124576,train,341,"young adults with childhood-onset growth hormone deficiency . | young adults with childhood-onset GH deficiency | In young adults with childhood-onset growth hormone deficiency ( CO GHD ) | Patients ( n = 160 ; mean age , 21.2 years ; 63 % males ) with CO",Growth hormone ( GH ) treatment | 2:1 to GH or no treatment,"cortical bone dimensions | bone mass . | improved bone strength . | GH on cortical bone dimensions . | 24 months . Cortical bone dimensions | evaluated by digital x-ray radiogrammetry | 24 months , cortical thickness | p = 0.0001 ) and metacarpal | p < 0.0001 ) , while the endosteal diameter | -2.05 ; p < 0.001 ) | gender effect was | width ( p < 0.0001 ) | diameter ( p < 0.01 ) | of final height by increasing | endosteal bone growth . This leads | a higher peak bone mass and may reduce the",Growth hormone effects on cortical bone dimensions in young adults with childhood-onset growth hormone deficiency. UNLABELLED Growth hormone (GH) trea
14623199,train,199,feline chlamydophilosis . | feline chlamydophilosis | cats within an affected group | chlamydia ( Chlamydophila felis ) infection in cats . | five cats treated .,,"similar , rapid resolution of clinical signs and negative isolation scores | ineffective in clearing infection . | unsuccessful in eliminating the carriage of this strain of C felis .",Efficacy of azithromycin for the treatment of feline chlamydophilosis. The current recommended treatment for feline chlamydophilosis involves daily or
15304616,train,16,chorea in Huntington 's disease :,IV amantadine,,"IV amantadine improves chorea in Huntington's disease: an acute randomized, controlled study."
21646599,train,318,in patients with intermittent claudication and arterial hypertension : | patients . A total of 128 patients with intermittent claudication and essential hypertension | tolerated in patients with intermittent claudication and arterial hypertension,of nebivolol | with metoprolol | receive 5 mg of nebivolol | or 95 mg of metoprolol,"the effects and tolerability | in ankle-brachial index , initial and absolute claudication distance , endothelial function assessed by flow-mediated dilatation of the brachial artery , blood pressure , and quality of life using the claudication scale questionnaire | period , ankle-brachial index and absolute claudication distance | of initial claudication distance | of initial claudication distance | treatment . Quality of life | in flow-mediated dilatation | lowering blood pressure",β-Blockers in patients with intermittent claudication and arterial hypertension: results from the nebivolol or metoprolol in arterial occlusive diseas
20683712,train,366,"vitamin D-deficient non-western immigrants : | non-western immigrants . | 11 general practices in The Netherlands . Non-western immigrants , aged 18-65 years ( n = 232 ) and serum 25 ( OH ) D < 25 nmol/l were | 211 persons | D deficiency in non-western immigrants","Sunlight exposure or vitamin D supplementation | Vitamin D | vitamin D | advised sunlight exposure . Vitamin D supplementation | advised sunlight exposure | D supplementation or sunlight exposure . METHODS | vitamin D ( 3 ) supplementation ( daily 800 IU or 100,000 IU/3 months ) or sunlight exposure advice is similar | supplementation ( daily | ) or advice for sunlight exposure for | with advised sunlight exposure ( supplementation vs sunshine | , more in the supplementation | than in the advised | . CONCLUSION Vitamin D supplementation | more effective than advised sunlight exposure",") . Blood samples were | . Baseline serum 25 ( | 6 months , mean serum 25 | < 0.001 ) . Serum",Sunlight exposure or vitamin D supplementation for vitamin D-deficient non-western immigrants: a randomized clinical trial. UNLABELLED Vitamin D defic
